Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Title,Family_Size,Ticket_length,Ticket_prefix
0,3,0,-999.0,0,0,8.05,0,0,0,1,4,0
1,3,0,29.0,0,0,7.8958,0,1,0,1,6,3
0,1,0,65.0,0,0,26.55,2,0,0,1,5,3
1,1,1,-999.0,1,0,51.8625,4,0,1,2,5,3
1,2,1,50.0,0,0,10.5,0,0,2,1,5,26
0,3,0,-999.0,0,0,7.75,0,2,0,1,6,3
1,1,0,48.0,0,0,26.55,2,0,0,1,5,3
0,3,0,34.0,0,0,8.05,0,0,0,1,6,3
0,1,0,47.0,0,0,38.5,2,0,0,1,6,3
0,2,0,48.0,0,0,13.0,0,0,0,1,6,3
0,3,0,-999.0,0,0,8.05,0,0,0,1,4,33
0,3,0,38.0,0,0,7.05,0,0,0,1,7,20
0,2,0,-999.0,0,0,0.0,0,0,0,1,6,3
0,1,0,56.0,0,0,26.55,0,0,0,1,6,3
0,3,0,-999.0,0,0,7.725,0,2,0,1,5,3
1,3,1,0.75,2,1,19.2583,0,1,2,4,4,3
0,3,0,-999.0,0,0,7.25,0,0,0,1,6,3
0,3,0,38.0,0,0,8.6625,0,0,0,1,6,3
1,2,1,33.0,1,2,27.75,0,0,1,4,5,6
1,2,1,23.0,0,0,13.7917,4,1,1,1,3,3
0,3,1,22.0,0,0,9.8375,0,0,2,1,4,3
0,1,0,-999.0,0,0,52.0,5,0,0,1,6,3
0,2,0,34.0,1,0,21.0,0,0,0,2,5,3
0,3,0,29.0,1,0,7.0458,0,0,0,2,4,3
0,3,0,22.0,0,0,7.5208,0,0,0,1,6,3
1,3,1,2.0,0,1,12.2875,0,0,2,2,7,3
0,3,0,9.0,5,2,46.9,0,0,3,8,4,11
0,2,0,-999.0,0,0,0.0,0,0,0,1,6,3
0,3,0,50.0,0,0,8.05,0,0,0,1,4,0
1,3,1,63.0,0,0,9.5875,0,0,1,1,4,3
1,1,0,25.0,1,0,91.0792,6,1,0,2,5,3
0,3,1,-999.0,3,1,25.4667,0,0,2,5,4,3
1,1,1,35.0,1,0,90.0,1,0,1,2,5,3
0,1,0,58.0,0,0,29.7,6,1,0,1,5,3
0,3,0,30.0,0,0,8.05,0,0,0,1,5,23
1,3,0,9.0,1,1,15.9,0,0,3,3,5,6
0,3,0,-999.0,1,0,19.9667,0,0,0,2,5,3
0,3,0,21.0,0,0,7.25,0,0,0,1,7,16
0,1,0,55.0,0,0,30.5,1,0,0,1,6,3
0,1,0,71.0,0,0,49.5042,0,1,0,1,5,1
0,3,0,21.0,0,0,8.05,0,0,0,1,5,34
0,3,0,-999.0,0,0,14.4583,0,1,0,1,4,3
1,1,1,54.0,1,0,78.2667,4,1,2,2,5,3
0,3,0,-999.0,0,0,15.1,0,0,0,1,4,6
0,1,1,25.0,1,2,151.55,1,0,1,4,6,3
0,3,0,24.0,0,0,7.7958,0,0,0,1,6,3
0,3,0,17.0,0,0,8.6625,0,0,0,1,6,3
0,3,1,21.0,0,0,7.75,0,2,2,1,6,3
0,3,1,-999.0,0,0,7.6292,0,2,2,1,6,3
0,3,1,37.0,0,0,9.5875,0,0,2,1,4,3
1,1,1,16.0,0,0,86.5,6,0,2,1,6,3
0,1,0,18.0,1,0,108.9,1,1,0,2,5,1
1,2,1,33.0,0,2,26.0,0,0,1,3,5,3
1,1,0,-999.0,0,0,26.55,0,0,0,1,6,3
0,3,0,28.0,0,0,22.525,0,0,0,1,4,19
1,3,0,26.0,0,0,56.4958,0,0,0,1,4,3
1,3,0,29.0,0,0,7.75,0,2,0,1,6,3
0,3,0,-999.0,0,0,8.05,0,0,0,1,7,16
1,1,0,36.0,0,0,26.2875,2,0,0,1,5,1
1,1,1,54.0,1,0,59.4,0,1,1,2,5,1
0,3,0,24.0,0,0,7.4958,0,0,0,1,6,3
0,1,0,47.0,0,0,34.0208,4,0,0,1,5,3
1,2,1,34.0,0,0,10.5,7,0,1,1,5,6
0,3,0,-999.0,0,0,24.15,0,2,0,1,6,3
1,2,1,36.0,1,0,26.0,0,0,1,2,6,3
0,3,0,32.0,0,0,7.8958,0,0,0,1,6,3
1,1,1,30.0,0,0,93.5,6,0,2,1,5,3
0,3,0,22.0,0,0,7.8958,0,0,0,1,6,3
0,3,0,-999.0,0,0,7.225,0,1,0,1,4,3
1,1,1,44.0,0,1,57.9792,6,1,1,2,6,3
0,3,0,-999.0,0,0,7.2292,0,1,0,1,4,3
0,3,0,40.5,0,0,7.75,0,2,0,1,6,3
1,2,1,50.0,0,0,10.5,0,0,2,1,5,15
0,1,0,-999.0,0,0,221.7792,1,0,0,1,5,1
0,3,0,39.0,0,0,7.925,0,0,0,1,7,3
0,2,0,23.0,2,1,11.5,0,0,0,4,5,3
1,2,1,2.0,1,1,26.0,0,0,2,3,5,3
0,3,0,-999.0,0,0,7.2292,0,1,0,1,4,3
0,3,0,17.0,1,1,7.2292,0,1,0,3,4,3
1,3,1,-999.0,0,2,22.3583,0,1,1,3,4,3
0,3,1,30.0,0,0,8.6625,0,0,2,1,6,3
1,2,1,7.0,0,2,26.25,0,0,2,3,5,26
0,1,0,45.0,0,0,26.55,6,0,5,1,6,3
1,1,1,30.0,0,0,106.425,0,1,2,1,5,1
0,3,0,-999.0,0,0,14.5,0,0,0,1,6,3
1,1,1,22.0,0,2,49.5,6,1,2,3,5,3
1,1,1,36.0,0,2,71.0,6,0,2,3,4,35
0,3,1,9.0,4,2,31.275,0,0,2,7,6,3
0,3,1,11.0,4,2,31.275,0,0,2,7,6,3
1,2,0,32.0,1,0,26.0,0,0,0,2,4,3
0,1,0,50.0,1,0,106.425,1,1,0,2,5,1
0,1,0,64.0,0,0,26.0,0,0,0,1,3,3
1,2,1,19.0,1,0,26.0,0,0,1,2,4,3
1,2,0,-999.0,0,0,13.8625,0,1,0,1,4,21
0,3,0,33.0,1,1,20.525,0,0,0,3,6,3
1,2,0,8.0,1,1,36.75,0,0,3,3,5,6
1,1,0,17.0,0,2,110.8833,1,1,0,3,5,3
0,2,0,27.0,0,0,26.0,0,0,0,1,6,3
0,3,0,-999.0,0,0,7.8292,0,2,0,1,6,3
1,3,0,22.0,0,0,7.225,0,1,0,1,4,3
1,3,1,22.0,0,0,7.775,0,0,2,1,6,3
0,1,0,62.0,0,0,26.55,0,0,0,1,6,3
1,1,1,48.0,1,0,39.6,5,1,5,2,5,3
0,1,0,-999.0,0,0,227.525,0,1,0,1,5,1
1,1,1,39.0,1,1,79.65,2,0,1,3,6,3
1,3,1,36.0,1,0,17.4,0,0,1,2,6,3
0,3,0,-999.0,0,0,7.75,0,2,0,1,6,3
0,3,0,40.0,0,0,7.8958,0,0,0,1,6,3
0,2,0,28.0,0,0,13.5,0,0,0,1,6,3
0,3,0,-999.0,0,0,8.05,0,0,0,1,6,16
0,3,1,-999.0,0,0,8.05,0,0,2,1,6,20
0,3,0,24.0,2,0,24.15,0,0,0,3,5,34
0,3,0,19.0,0,0,7.8958,0,0,0,1,6,3
0,3,1,29.0,0,4,21.075,0,0,1,5,6,3
0,3,0,-999.0,0,0,7.2292,0,1,0,1,4,3
1,3,0,32.0,0,0,7.8542,0,0,0,1,6,3
1,2,0,62.0,0,0,10.5,0,0,0,1,3,36
1,1,1,53.0,2,0,51.4792,1,0,1,3,5,3
1,1,0,36.0,0,0,26.3875,2,0,0,1,5,1
1,3,1,-999.0,0,0,7.75,0,2,2,1,5,3
0,3,0,16.0,0,0,8.05,0,0,0,1,5,10
0,3,0,19.0,0,0,14.5,0,0,0,1,6,3
1,2,1,34.0,0,0,13.0,0,0,2,1,6,3
1,1,1,39.0,1,0,55.9,2,0,1,2,5,3
0,3,1,-999.0,1,0,14.4583,0,1,1,2,4,3
1,3,0,32.0,0,0,7.925,0,0,0,1,7,3
1,2,1,25.0,1,1,30.0,0,0,2,3,6,3
1,1,1,39.0,1,1,110.8833,1,1,1,3,5,3
0,2,0,54.0,0,0,26.0,0,0,0,1,5,3
0,1,0,36.0,0,0,40.125,5,1,0,1,5,3
0,3,0,-999.0,0,0,8.7125,0,1,0,1,4,3
1,1,1,18.0,0,2,79.65,2,0,2,3,6,3
0,2,0,47.0,0,0,15.0,0,0,0,1,6,3
1,1,0,60.0,1,1,79.2,6,1,0,3,5,3
0,3,0,22.0,0,0,8.05,0,0,0,1,5,3
0,3,0,-999.0,0,0,8.05,0,0,0,1,4,7
0,3,0,35.0,0,0,7.125,0,0,0,1,7,3
1,1,1,52.0,1,0,78.2667,4,1,1,2,5,3
0,3,0,47.0,0,0,7.25,0,0,0,1,4,0
0,3,1,-999.0,0,2,7.75,0,2,2,3,6,3
0,2,0,37.0,1,0,26.0,0,0,0,2,5,32
0,3,0,36.0,1,1,24.15,0,0,0,3,6,3
1,2,1,-999.0,0,0,33.0,0,0,2,1,6,3
0,3,0,49.0,0,0,0.0,0,0,0,1,4,3
0,3,0,-999.0,0,0,7.225,0,1,0,1,4,3
1,1,0,49.0,1,0,56.9292,5,1,5,2,5,1
1,2,1,24.0,2,1,27.0,0,0,1,4,6,3
0,3,0,-999.0,0,0,7.8958,0,0,0,1,6,3
0,1,0,-999.0,0,0,42.4,0,0,0,1,6,3
0,3,0,44.0,0,0,8.05,0,0,0,1,6,3
1,1,0,35.0,0,0,26.55,0,1,0,1,6,3
0,3,0,36.0,1,0,15.55,0,0,0,2,6,3
0,3,0,30.0,0,0,7.8958,0,0,0,1,6,3
1,1,0,27.0,0,0,30.5,0,0,0,1,6,3
1,2,1,22.0,1,2,41.5792,0,1,1,4,4,8
1,1,1,40.0,0,0,153.4625,1,0,2,1,5,1
0,3,1,39.0,1,5,31.275,0,0,1,7,6,3
0,3,0,-999.0,0,0,7.05,0,0,0,1,7,20
1,3,1,-999.0,1,0,15.5,0,2,2,2,6,3
0,3,0,-999.0,0,0,7.75,0,2,0,1,6,3
0,3,0,35.0,0,0,8.05,0,0,0,1,6,3
1,2,1,24.0,1,2,65.0,0,0,2,4,6,3
0,3,0,34.0,1,1,14.4,0,0,0,3,6,3
0,3,1,26.0,1,0,16.1,0,0,1,2,4,5
1,2,1,4.0,2,1,39.0,7,0,2,4,6,3
0,2,0,26.0,0,0,10.5,0,0,0,1,5,3
0,3,0,27.0,1,0,14.4542,0,1,0,2,4,3
1,1,0,42.0,1,0,52.5542,4,0,0,2,5,3
1,3,0,20.0,1,1,15.7417,0,1,0,3,4,3
0,3,0,21.0,0,0,7.8542,0,0,0,1,6,3
0,3,0,21.0,0,0,16.1,0,0,0,1,5,3
0,1,0,61.0,0,0,32.3208,4,0,0,1,5,3
0,2,0,57.0,0,0,12.35,0,2,5,1,6,3
1,1,1,21.0,0,0,77.9583,4,0,2,1,5,3
0,3,0,26.0,0,0,7.8958,0,0,0,1,6,3
0,3,0,-999.0,0,0,7.7333,0,2,0,1,6,3
1,1,0,80.0,0,0,30.0,5,0,0,1,5,3
0,3,0,51.0,0,0,7.0542,0,0,0,1,6,3
1,1,0,32.0,0,0,30.5,6,1,5,1,5,3
0,1,0,-999.0,0,0,0.0,0,0,0,1,6,3
0,3,1,9.0,3,2,27.9,0,0,2,6,6,3
1,2,1,28.0,0,0,13.0,0,0,2,1,6,3
0,3,0,32.0,0,0,7.925,0,0,0,1,7,3
0,2,0,31.0,1,1,26.25,0,0,0,3,5,6
0,3,1,41.0,0,5,39.6875,0,0,1,6,7,3
0,3,0,-999.0,1,0,16.1,0,0,0,2,6,3
0,3,0,20.0,0,0,7.8542,0,0,0,1,6,3
1,1,1,24.0,0,0,69.3,6,1,4,1,5,1
0,3,1,2.0,3,2,27.9,0,0,2,6,6,3
1,3,0,-999.0,0,0,56.4958,0,0,0,1,4,3
1,3,1,0.75,2,1,19.2583,0,1,2,4,4,3
1,1,0,48.0,1,0,76.7292,4,1,0,2,5,1
0,3,0,19.0,0,0,7.8958,0,0,0,1,6,3
1,1,0,56.0,0,0,35.5,5,1,5,1,5,3
0,3,0,-999.0,0,0,7.55,0,0,0,1,3,37
1,3,1,23.0,0,0,7.55,0,0,2,1,4,25
0,3,0,-999.0,0,0,7.8958,0,0,0,1,6,3
1,2,1,18.0,0,1,23.0,0,0,2,2,6,3
0,3,0,21.0,0,0,8.4333,0,0,0,1,4,3
1,3,1,-999.0,0,0,7.8292,0,2,2,1,6,3
0,3,1,18.0,0,0,6.75,0,2,2,1,6,3
0,2,0,24.0,2,0,73.5,0,0,0,3,5,13
0,3,0,-999.0,0,0,7.8958,0,0,0,1,6,3
0,3,1,32.0,1,1,15.5,0,2,1,3,6,3
0,2,0,23.0,0,0,13.0,0,0,0,1,5,3
0,1,0,58.0,0,2,113.275,4,1,0,3,5,3
1,1,0,50.0,2,0,133.65,0,0,5,3,5,1
0,3,0,40.0,0,0,7.225,0,1,0,1,4,3
0,1,0,47.0,0,0,25.5875,2,0,0,1,4,3
0,3,0,36.0,0,0,7.4958,0,0,0,1,6,3
1,3,0,20.0,1,0,7.925,0,0,0,2,7,3
0,2,0,32.0,2,0,73.5,0,0,0,3,5,13
0,2,0,25.0,0,0,13.0,0,0,0,1,6,3
0,3,0,-999.0,0,0,7.775,0,0,0,1,6,3
0,3,0,43.0,0,0,8.05,0,0,0,1,4,0
1,1,1,-999.0,1,0,52.0,1,0,1,2,5,3
1,2,1,40.0,1,1,39.0,0,0,1,3,5,3
0,1,0,31.0,1,0,52.0,6,0,0,2,5,38
0,2,0,70.0,0,0,10.5,0,0,0,1,5,6
1,2,0,31.0,0,0,13.0,0,0,0,1,6,3
0,2,0,-999.0,0,0,0.0,0,0,0,1,6,3
0,3,0,18.0,0,0,7.775,0,0,0,1,6,3
0,3,0,24.5,0,0,8.05,0,0,0,1,6,3
1,3,1,18.0,0,0,9.8417,0,0,2,1,4,3
0,3,1,43.0,1,6,46.9,0,0,1,8,4,11
1,1,0,36.0,0,1,512.3292,6,1,0,2,5,1
0,3,1,-999.0,0,0,8.1375,0,2,2,1,6,3
1,1,0,27.0,0,0,76.7292,4,1,0,1,5,1
0,3,0,20.0,0,0,9.225,0,0,0,1,4,3
0,3,0,14.0,5,2,46.9,0,0,0,8,4,11
0,2,0,60.0,1,1,39.0,0,0,0,3,5,3
0,2,0,25.0,1,2,41.5792,0,1,0,4,4,8
0,3,0,14.0,4,1,39.6875,0,0,0,6,7,3
0,3,0,19.0,0,0,10.1708,0,0,0,1,6,3
0,3,0,18.0,0,0,7.7958,0,0,0,1,6,3
1,1,1,15.0,0,1,211.3375,6,0,2,2,5,3
1,1,0,31.0,1,0,57.0,6,0,0,2,5,3
1,3,1,4.0,0,1,13.4167,0,1,2,2,6,3
1,3,0,-999.0,0,0,56.4958,0,0,0,1,4,3
0,3,0,25.0,0,0,7.225,0,1,0,1,4,3
0,1,0,60.0,0,0,26.55,0,0,5,1,6,3
0,2,0,52.0,0,0,13.5,0,0,0,1,6,3
0,3,0,44.0,0,0,8.05,0,0,0,1,6,3
1,3,1,-999.0,0,0,7.7333,0,2,2,1,5,3
0,1,0,49.0,1,1,110.8833,1,1,0,3,5,3
0,3,0,42.0,0,0,7.65,7,0,0,1,6,3
1,1,1,18.0,1,0,227.525,1,1,1,2,5,1
1,1,0,35.0,0,0,26.2875,2,0,0,1,5,1
0,3,1,18.0,0,1,14.4542,0,1,2,2,4,3
0,3,0,25.0,0,0,7.7417,0,2,0,1,5,3
0,3,0,26.0,1,0,7.8542,0,0,0,2,6,3
0,2,0,39.0,0,0,26.0,0,0,0,1,6,3
1,2,1,45.0,0,0,13.5,0,0,1,1,6,3
1,1,0,42.0,0,0,26.2875,2,0,0,1,5,1
1,1,1,22.0,0,0,151.55,0,0,2,1,6,3
1,3,0,-999.0,1,1,15.2458,0,1,3,3,4,3
1,1,1,24.0,0,0,49.5042,1,1,4,1,5,1
0,1,0,-999.0,0,0,26.55,1,0,0,1,6,3
1,1,0,48.0,1,0,52.0,1,0,0,2,5,3
0,3,0,29.0,0,0,9.4833,0,0,0,1,4,3
0,2,0,52.0,0,0,13.0,0,0,0,1,6,3
0,3,0,19.0,0,0,7.65,7,0,0,1,6,3
1,1,1,38.0,0,0,227.525,1,1,2,1,5,1
1,2,1,27.0,0,0,10.5,2,0,2,1,5,3
0,3,0,-999.0,0,0,15.5,0,2,0,1,5,3
0,3,0,33.0,0,0,7.775,0,0,0,1,6,3
1,2,1,6.0,0,1,33.0,0,0,2,2,6,3
0,3,0,17.0,1,0,7.0542,0,0,0,2,6,3
0,2,0,34.0,0,0,13.0,0,0,0,1,5,3
0,2,0,50.0,0,0,13.0,0,0,0,1,6,3
1,1,0,27.0,1,0,53.1,2,0,0,2,6,3
0,3,0,20.0,0,0,8.6625,0,0,0,1,6,3
1,2,1,30.0,3,0,21.0,0,0,1,4,5,3
1,3,1,-999.0,0,0,7.7375,0,2,2,1,5,3
0,2,0,25.0,1,0,26.0,0,0,0,2,6,3
0,3,1,25.0,1,0,7.925,0,0,2,2,7,2
1,1,1,29.0,0,0,211.3375,6,0,2,1,5,3
0,3,0,11.0,0,0,18.7875,0,1,0,1,4,3
0,2,0,-999.0,0,0,0.0,0,0,0,1,6,3
0,2,0,23.0,0,0,13.0,0,0,0,1,5,3
0,2,0,23.0,0,0,13.0,0,0,0,1,6,3
0,3,0,28.5,0,0,16.1,0,0,0,1,5,3
0,3,1,48.0,1,3,34.375,0,0,1,5,4,15
1,1,0,35.0,0,0,512.3292,6,1,0,1,5,1
0,3,0,-999.0,0,0,7.8958,0,0,0,1,6,3
0,3,0,-999.0,0,0,7.8958,0,0,0,1,6,3
1,1,0,-999.0,0,0,30.0,4,0,0,1,5,3
0,1,0,36.0,1,0,78.85,1,0,0,2,5,3
1,1,1,21.0,2,2,262.375,6,1,2,5,5,1
0,3,0,24.0,1,0,16.1,0,0,0,2,6,3
1,3,0,31.0,0,0,7.925,0,0,0,1,7,3
0,1,0,70.0,1,1,71.0,6,0,5,3,4,35
0,3,0,16.0,1,1,20.25,0,0,0,3,4,6
1,2,1,30.0,0,0,13.0,0,0,2,1,6,3
0,1,0,19.0,1,0,53.1,4,0,0,2,6,3
0,3,0,31.0,0,0,7.75,0,2,0,1,6,3
1,2,1,4.0,1,1,23.0,0,0,2,3,5,3
1,3,0,6.0,0,1,12.475,2,0,3,2,6,3
0,3,0,33.0,0,0,9.5,0,0,0,1,6,3
0,3,0,23.0,0,0,7.8958,0,0,0,1,6,3
1,2,1,48.0,1,2,65.0,0,0,1,4,6,3
1,2,0,0.67,1,1,14.5,0,0,3,3,6,3
0,3,0,28.0,0,0,7.7958,0,0,0,1,6,3
0,2,0,18.0,0,0,11.5,0,0,0,1,5,3
0,3,0,34.0,0,0,8.05,0,0,0,1,6,3
1,1,1,33.0,0,0,86.5,6,0,5,1,6,3
0,3,0,-999.0,0,0,14.5,0,0,0,1,6,3
0,3,0,41.0,0,0,7.125,0,0,0,1,7,39
1,3,0,20.0,0,0,7.2292,0,1,0,1,4,3
1,1,1,36.0,1,2,120.0,6,0,1,4,6,3
0,3,0,16.0,0,0,7.775,0,0,0,1,6,3
1,1,1,51.0,1,0,77.9583,4,0,1,2,5,3
0,1,0,-999.0,0,0,39.6,0,1,5,1,6,3
0,3,1,30.5,0,0,7.75,0,2,2,1,6,3
0,3,0,-999.0,1,0,24.15,0,2,0,2,6,3
0,3,0,32.0,0,0,8.3625,0,0,0,1,4,3
0,3,0,24.0,0,0,9.5,0,0,0,1,6,3
0,3,0,48.0,0,0,7.8542,0,0,0,1,6,3
0,2,1,57.0,0,0,10.5,2,0,1,1,1,37
0,3,0,-999.0,0,0,7.225,0,1,0,1,4,3
1,2,1,54.0,1,3,23.0,0,0,1,5,5,3
0,3,0,18.0,0,0,7.75,0,0,0,1,6,3
0,3,0,-999.0,0,0,7.75,7,2,0,1,6,3
1,3,1,5.0,0,0,12.475,0,0,2,1,6,3
0,3,0,-999.0,0,0,7.7375,0,2,0,1,5,3
1,1,1,43.0,0,1,211.3375,6,0,1,2,5,3
1,3,1,13.0,0,0,7.2292,0,1,2,1,4,3
1,1,1,17.0,1,0,57.0,6,0,1,2,5,3
0,1,0,29.0,0,0,30.0,4,0,0,1,6,3
0,3,0,-999.0,1,2,23.45,0,0,0,4,4,15
0,3,0,25.0,0,0,7.05,0,0,0,1,7,20
0,3,0,25.0,0,0,7.25,0,0,0,1,6,3
1,3,1,18.0,0,0,7.4958,0,0,2,1,7,3
0,3,0,8.0,4,1,29.125,0,2,3,6,6,3
1,3,0,1.0,1,2,20.575,0,0,3,4,4,6
0,1,0,46.0,0,0,79.2,6,1,0,1,5,1
0,3,0,-999.0,0,0,7.75,0,2,0,1,5,3
0,2,0,16.0,0,0,26.0,0,0,0,1,6,3
0,3,1,-999.0,8,2,69.55,0,0,2,11,4,25
0,1,0,-999.0,0,0,30.6958,0,1,0,1,5,1
0,3,0,25.0,0,0,7.8958,0,0,0,1,6,3
0,2,0,39.0,0,0,13.0,0,0,0,1,5,3
1,1,1,49.0,0,0,25.9292,4,0,5,1,5,3
1,3,1,31.0,0,0,8.6833,0,0,1,1,6,3
0,3,0,30.0,0,0,7.2292,0,1,0,1,4,3
0,3,1,30.0,1,1,24.15,0,0,1,3,6,3
0,2,0,34.0,0,0,13.0,0,0,0,1,6,3
1,2,1,31.0,1,1,26.25,0,0,1,3,5,6
1,1,0,11.0,1,2,120.0,6,0,3,4,6,3
1,3,0,0.42,0,1,8.5167,0,1,3,2,4,3
1,3,0,27.0,0,0,6.975,0,0,0,1,6,3
0,3,0,31.0,0,0,7.775,0,0,0,1,6,3
0,1,0,39.0,0,0,0.0,5,0,0,1,6,3
0,3,1,18.0,0,0,7.775,0,0,2,1,6,3
0,2,0,39.0,0,0,13.0,0,0,0,1,6,3
1,1,1,33.0,1,0,53.1,2,0,1,2,6,3
0,3,0,26.0,0,0,7.8875,0,0,0,1,4,3
0,3,0,39.0,0,0,24.15,0,0,0,1,5,34
0,2,0,35.0,0,0,10.5,0,0,0,1,5,3
0,3,1,6.0,4,2,31.275,0,0,2,7,6,3
0,3,0,30.5,0,0,8.05,0,0,0,1,6,3
0,1,0,-999.0,0,0,0.0,6,0,0,1,6,3
0,3,1,23.0,0,0,7.925,0,0,2,1,7,2
0,2,0,31.0,1,1,37.0042,0,1,0,3,4,40
0,3,0,43.0,0,0,6.45,0,0,0,1,4,19
0,3,0,10.0,3,2,27.9,0,0,3,6,6,3
1,1,1,52.0,1,1,93.5,6,0,1,3,5,3
1,3,0,27.0,0,0,8.6625,0,0,0,1,6,3
0,1,0,38.0,0,0,0.0,0,0,4,1,5,3
1,3,1,27.0,0,1,12.475,2,0,1,2,6,3
0,3,0,2.0,4,1,39.6875,0,0,3,6,7,3
0,3,0,-999.0,0,0,6.95,0,2,0,1,6,3
0,3,0,-999.0,0,0,56.4958,0,0,0,1,4,3
1,2,0,1.0,0,2,37.0042,0,1,3,3,4,40
1,3,0,-999.0,0,0,7.75,0,2,0,1,6,3
1,1,1,62.0,0,0,80.0,6,0,1,1,6,3
1,3,1,15.0,1,0,14.4542,0,1,1,2,4,3
1,2,0,0.83,1,1,18.75,0,0,3,3,5,3
0,3,0,-999.0,0,0,7.2292,0,1,0,1,4,3
0,3,0,23.0,0,0,7.8542,0,0,0,1,6,3
0,3,0,18.0,0,0,8.3,0,0,0,1,4,3
1,1,1,39.0,1,1,83.1583,2,1,2,3,5,1
0,3,0,21.0,0,0,8.6625,0,0,0,1,6,3
0,3,0,-999.0,0,0,8.05,0,0,0,1,6,3
1,3,0,32.0,0,0,56.4958,0,0,0,1,4,3
1,1,0,-999.0,0,0,29.7,1,1,0,1,5,3
0,3,0,20.0,0,0,7.925,0,0,0,1,7,39
0,2,0,16.0,0,0,10.5,0,0,0,1,1,37
1,1,1,30.0,0,0,31.0,0,1,2,1,6,3
0,3,0,34.5,0,0,6.4375,0,1,0,1,4,3
0,3,0,17.0,0,0,8.6625,0,0,0,1,6,3
0,3,0,42.0,0,0,7.55,0,0,0,1,4,6
0,3,0,-999.0,8,2,69.55,0,0,0,11,4,25
0,3,0,35.0,0,0,7.8958,0,1,0,1,6,3
0,2,0,28.0,0,1,33.0,0,0,5,2,6,3
1,1,1,-999.0,1,0,89.1042,1,1,1,2,5,3
0,3,0,4.0,4,2,31.275,0,0,3,7,6,3
0,3,0,74.0,0,0,7.775,0,0,0,1,6,3
0,3,1,9.0,1,1,15.2458,0,1,2,3,4,3
1,1,1,16.0,0,1,39.4,4,0,2,2,5,1
0,2,1,44.0,1,0,26.0,0,0,1,2,6,3
1,3,1,18.0,0,1,9.35,0,0,1,2,6,3
1,1,1,45.0,1,1,164.8667,0,0,1,3,5,3
1,1,0,51.0,0,0,26.55,2,0,0,1,6,3
1,3,1,24.0,0,3,19.2583,0,1,1,4,4,3
0,3,0,-999.0,0,0,7.2292,0,1,0,1,4,3
0,3,0,41.0,2,0,14.1083,0,0,0,3,6,3
0,2,0,21.0,1,0,11.5,0,0,0,2,5,3
1,1,1,48.0,0,0,25.9292,4,0,1,1,5,3
0,3,1,-999.0,8,2,69.55,0,0,2,11,4,25
0,2,0,24.0,0,0,13.0,0,0,0,1,6,3
1,2,1,42.0,0,0,13.0,0,0,1,1,6,3
1,2,1,27.0,1,0,13.8583,0,1,2,2,4,21
0,1,0,31.0,0,0,50.4958,5,0,0,1,5,1
0,3,0,-999.0,0,0,9.5,0,0,0,1,6,3
1,3,0,4.0,1,1,11.1333,0,0,3,3,6,3
0,3,0,26.0,0,0,7.8958,0,0,0,1,6,3
1,1,1,47.0,1,1,52.5542,4,0,1,3,5,3
0,1,0,33.0,0,0,5.0,6,0,0,1,3,3
0,3,0,47.0,0,0,9.0,0,0,0,1,6,3
1,2,1,28.0,1,0,24.0,0,1,1,2,4,30
1,3,1,15.0,0,0,7.225,0,1,2,1,4,3
0,3,0,20.0,0,0,9.8458,0,0,0,1,4,3
0,3,0,19.0,0,0,7.8958,0,0,0,1,6,3
0,3,0,-999.0,0,0,7.8958,0,0,0,1,6,3
1,1,1,56.0,0,1,83.1583,1,1,1,2,5,3
1,2,1,25.0,0,1,26.0,0,0,1,2,6,3
0,3,0,33.0,0,0,7.8958,0,0,0,1,6,3
0,3,1,22.0,0,0,10.5167,0,0,2,1,4,3
0,2,0,28.0,0,0,10.5,0,0,0,1,5,41
0,3,0,25.0,0,0,7.05,0,0,0,1,6,16
0,3,1,39.0,0,5,29.125,0,2,1,6,6,3
0,2,0,27.0,0,0,13.0,0,0,5,1,6,3
1,1,1,19.0,0,0,30.0,6,0,2,1,6,3
0,3,1,-999.0,1,2,23.45,0,0,2,4,4,15
1,1,0,26.0,0,0,30.0,1,1,0,1,6,3
0,3,0,32.0,0,0,7.75,0,2,0,1,6,3
